,date,address,price,lat,lng,bedrooms,type,tenure,class
0,2016-02-16,"Flat 12, 63, West Smithfield, EC1A 9DY",380000,51.518867,-0.10056,,flat,leasehold,old_stock
1,2019-12-18,"Flat 8, Wesley House, 5, Little Britain, EC1A 7BX",784000,51.5170137,-0.0979733,,flat,leasehold,old_stock
2,2021-09-01,"Flat 1, 23, Middle Street, EC1A 7AB",825000,51.5195042,-0.0987458,,flat,leasehold,old_stock
3,2017-12-21,"Vicary House, 24, Apartment 7.1, Bartholomew Close, EC1A 7BB",813000,51.518154,-0.098603,,flat,leasehold,old_stock
4,2021-07-30,"Vicary House, 24, Apartment 6.3, Bartholomew Close, EC1A 7BB",810000,51.5182071,-0.0985598,,flat,leasehold,old_stock
5,2018-08-28,"Flat 17, 63, West Smithfield, EC1A 9DY",810000,51.5188344,-0.1005924,,flat,leasehold,old_stock
6,2022-03-29,"Flat 202, 37, Cock Lane, EC1A 9BW",800000,51.5173508,-0.1031633,,flat,leasehold,old_stock
7,2020-06-19,"75, Apartment 37, Little Britain, EC1A 7BT",800000,51.5174041,-0.0985889,,flat,leasehold,old_stock
8,2017-09-08,"Flat 9, Buckley House, 4, Little Britain, EC1A 7BX",799950,51.51711,-0.098082,,flat,leasehold,old_stock
9,2021-04-30,"Fenwick House, 84, Apartment 3.1, Bartholomew Close, EC1A 7BN",796050,51.5181664,-0.0993521,,flat,leasehold,old_stock
10,2021-01-26,"Vicary House, 24, Apartment 4.2, Bartholomew Close, EC1A 7BB",773500,51.5182071,-0.0985598,,flat,leasehold,old_stock
11,2020-06-26,"Fenwick House, 84, Apartment 2.2, Bartholomew Close, EC1A 7BN",837000,51.5181664,-0.0993521,,flat,leasehold,old_stock
12,2021-01-15,"Flat 17, 28, Bartholomew Close, EC1A 7ES",762500,51.5184199,-0.0981207,,flat,leasehold,old_stock
13,2017-12-27,"Vicary House, 24, Apartment 4.1, Bartholomew Close, EC1A 7BB",750000,51.518154,-0.098603,,flat,leasehold,old_stock
14,2018-06-08,"Flat 37, London House, 172, Aldersgate Street, EC1A 4HU",750000,51.5182522,-0.0971641,,flat,leasehold,old_stock
15,2020-02-11,"Flat 58, London House, 172, Aldersgate Street, EC1A 4HU",746000,51.518301,-0.097239,,flat,leasehold,old_stock
16,2018-07-13,"Flat 26, London House, 172, Aldersgate Street, EC1A 4HU",725000,51.5182522,-0.0971641,,flat,leasehold,old_stock
17,2018-01-04,"Vicary House, 24, Apartment 1.1, Bartholomew Close, EC1A 7BB",725000,51.518154,-0.098603,,flat,leasehold,old_stock
18,2018-02-08,"75, Apartment 39, Little Britain, EC1A 7BT",720000,51.516889,-0.098365,,flat,leasehold,old_stock
19,2018-01-04,"Vicary House, 24, Apartment 2.1, Bartholomew Close, EC1A 7BB",720000,51.518154,-0.098603,,flat,leasehold,old_stock
20,2021-02-26,"Flat 8, 23, Middle Street, EC1A 7AB",710000,51.5194948,-0.0987749,,flat,leasehold,old_stock
21,2021-03-26,"Fenwick House, 84, Apartment 4.2, Bartholomew Close, EC1A 7BN",827700,51.5181664,-0.0993521,,flat,leasehold,old_stock
22,2017-12-21,"Vicary House, 24, Apartment 8.1, Bartholomew Close, EC1A 7BB",838000,51.518154,-0.098603,,flat,leasehold,old_stock
23,2019-10-07,"Flat 11, London House, 172, Aldersgate Street, EC1A 4HU",690000,51.5170493,-0.0968437,,flat,leasehold,old_stock
24,2018-10-11,"Dominion House, 59, Apartment 1.2, Bartholomew Close, EC1A 7BF",1320000,51.5184871,-0.0986822,,flat,leasehold,old_stock
25,2018-11-16,"Abernethy House, 47, Apartment 2.3, Bartholomew Close, EC1A 7BD",2450000,51.5188086,-0.0986017,,flat,leasehold,old_stock
26,2022-08-03,"Flat 601, 37, Cock Lane, EC1A 9BW",1966500,51.5176022,-0.1028152,,flat,leasehold,old_stock
27,2019-11-05,"Dominion House, 59, Apartment 0.2, Bartholomew Close, EC1A 7BF",1550000,51.5184871,-0.0986822,,flat,leasehold,old_stock
28,2022-10-11,"The Levett Building, 50, Apartment 5.9, Little Britain, EC1A 7BR",1541775,51.5183259,-0.0997634,,flat,leasehold,old_stock
29,2020-02-06,"Abernethy House, 47, Apartment 1.5, Bartholomew Close, EC1A 7BD",1500000,51.518864,-0.098559,,flat,leasehold,old_stock
30,2022-07-08,"The Levett Building, 50, Apartment 4.5, Little Britain, EC1A 7BR",1422000,51.5183259,-0.0997634,,flat,leasehold,old_stock
31,2016-11-28,"Flat 10, St. Bartholomew House, 58, West Smithfield, EC1A 9DS",1365000,51.518602,-0.100127,,flat,leasehold,old_stock
32,2018-10-01,"Dominion House, 59, Apartment 2.2, Bartholomew Close, EC1A 7BF",1330000,51.5184871,-0.0986822,,flat,leasehold,old_stock
33,2016-11-25,"Flat 2, St. Bartholomew House, 58, West Smithfield, EC1A 9DS",1280500,51.518602,-0.100127,,flat,leasehold,old_stock
34,2017-10-20,"Flat 503, 37, Cock Lane, EC1A 9BW",840000,51.517387,-0.103014,,flat,leasehold,old_stock
35,2022-06-24,"Flat 35, 28, Bartholomew Close, EC1A 7ES",1005678,51.518471,-0.0981719,,flat,leasehold,old_stock
36,2018-08-30,"Dominion House, 59, Apartment 4.2, Bartholomew Close, EC1A 7BF",955000,51.5184871,-0.0986822,,flat,leasehold,old_stock
37,2016-11-25,"Flat 1, St. Bartholomew House, 58, West Smithfield, EC1A 9DS",935750,51.518602,-0.100127,,flat,leasehold,old_stock
38,2017-11-03,"Flat 10, 11 - 12, West Smithfield, EC1A 9JR",930000,51.518485,-0.10193,,flat,leasehold,old_stock
39,2017-08-09,"75, Apartment 17, Little Britain, EC1A 7BT",911000,51.516889,-0.098365,,flat,leasehold,old_stock
40,2016-03-30,"75, Apartment 44, Little Britain, EC1A 7BT",900000,51.516889,-0.098365,,flat,leasehold,old_stock
41,2019-12-23,"Fenwick House, 84, Apartment 5.2, Bartholomew Close, EC1A 7BN",897750,51.5181512,-0.0993447,,flat,leasehold,old_stock
42,2018-09-07,"75, Apartment 26, Little Britain, EC1A 7BT",870000,51.5173026,-0.0985155,,flat,leasehold,old_stock
43,2020-10-30,"Fenwick House, 84, Apartment 4.1, Bartholomew Close, EC1A 7BN",846000,51.5181664,-0.0993521,,flat,leasehold,old_stock
44,2021-12-03,"Flat 4, 23, Middle Street, EC1A 7AB",695000,51.5195042,-0.0987458,,flat,leasehold,old_stock
45,2016-02-26,"Flat 4, 43, Bartholomew Close, EC1A 7HN",690000,51.518881,-0.099175,,flat,leasehold,old_stock
46,2018-06-08,"10, Apartment 115, Hosier Lane, EC1A 9LJ",390000,51.5177815,-0.1019734,,flat,leasehold,old_stock
47,2021-04-19,"Flat 33, London House, 172, Aldersgate Street, EC1A 4HU",515000,51.5182522,-0.0971641,,flat,leasehold,old_stock
48,2017-09-01,"10, Apartment 202, Hosier Lane, EC1A 9LJ",560000,51.517644,-0.102744,,flat,leasehold,old_stock
49,2016-09-27,"Flat 21, 11 - 12, West Smithfield, EC1A 9JR",550000,51.518485,-0.10193,,flat,leasehold,old_stock
50,2020-02-13,"Flat 43, 28, Bartholomew Close, EC1A 7ES",550000,51.518469,-0.098198,,flat,leasehold,old_stock
51,2017-10-03,"10, Apartment 101, Hosier Lane, EC1A 9LJ",532500,51.517644,-0.102744,,flat,leasehold,old_stock
52,2021-06-24,"Flat 9, 43, Bartholomew Close, EC1A 7HN",525000,51.5186376,-0.0994541,,flat,leasehold,old_stock
53,2017-07-21,"Flat 5, Cathedral Lodge, 110 - 115, Aldersgate Street, EC1A 4JE",520000,51.521316,-0.097964,,flat,leasehold,old_stock
54,2021-05-28,"Flat 401, 37, Cock Lane, EC1A 9BW",520000,51.5173508,-0.1031633,,flat,leasehold,old_stock
55,2020-05-21,"10, Apartment 606, Hosier Lane, EC1A 9LS",520000,51.5177301,-0.1023991,,flat,leasehold,old_stock
56,2021-09-08,"10, Apartment 414, Hosier Lane, EC1A 9LS",515000,51.5177301,-0.1023991,,flat,leasehold,old_stock
57,2017-01-25,"Flat 19, 11 - 12, West Smithfield, EC1A 9JR",580000,51.518485,-0.10193,,flat,leasehold,old_stock
58,2018-02-22,"Flat 14, 63, West Smithfield, EC1A 9DY",490000,51.518867,-0.10056,,flat,leasehold,old_stock
59,2022-08-25,"10, Apartment 203, Hosier Lane, EC1A 9LJ",485000,51.5176454,-0.1027178,,flat,leasehold,old_stock
60,2016-03-31,"10, Apartment G5, Hosier Lane, EC1A 9LJ",477500,51.517644,-0.102744,,flat,leasehold,old_stock
61,2020-07-30,"Flat 9, 23, Middle Street, EC1A 7AB",470000,51.5195042,-0.0987458,,flat,leasehold,old_stock
62,2022-08-26,"Flat 1, 28, Bartholomew Close, EC1A 7ES",450000,51.518471,-0.0981719,,flat,leasehold,old_stock
63,2021-05-28,"Flat 20, 11 - 12, West Smithfield, EC1A 9JR",450000,51.518397,-0.1018974,,flat,leasehold,old_stock
64,2018-06-13,"Flat 1, White Horse House, 1, Little Britain, EC1A 7BX",450000,51.5172158,-0.098056,,flat,leasehold,old_stock
65,2021-03-04,"10, Apartment 109, Hosier Lane, EC1A 9LJ",445000,51.5178564,-0.1019684,,flat,leasehold,old_stock
66,2022-05-20,"Flat 19, 28, Bartholomew Close, EC1A 7ES",432500,51.518471,-0.0981719,,flat,leasehold,old_stock
67,2019-04-12,"2, Apartment 2, Cloth Court, EC1A 7LS",565000,51.5191131,-0.100189,,flat,leasehold,old_stock
68,2022-10-18,"Flat 6, 64, West Smithfield, EC1A 9DY",590000,51.5188672,-0.1005595,,flat,leasehold,old_stock
69,2021-03-30,"Flat 73, London House, 172, Aldersgate Street, EC1A 4HU",690000,51.5182522,-0.0971641,,flat,leasehold,old_stock
70,2020-09-25,"Flat 11, 11 - 12, West Smithfield, EC1A 9JR",640000,51.5184234,-0.101945,,flat,leasehold,old_stock
71,2021-01-15,"Flat 24, London House, 172, Aldersgate Street, EC1A 4HU",685000,51.5182522,-0.0971641,,flat,leasehold,old_stock
72,2021-03-15,"Flat 66, London House, 172, Aldersgate Street, EC1A 4HU",680000,51.5182522,-0.0971641,,flat,leasehold,old_stock
73,2017-09-08,"2, Apartment 1, Cloth Court, EC1A 7LS",675000,51.519095,-0.10019,,flat,leasehold,old_stock
74,2018-08-23,"Flat 10, White Horse House, 1, Little Britain, EC1A 7BX",660000,51.5172158,-0.098056,,flat,leasehold,old_stock
75,2016-02-12,"75, Apartment 33, Little Britain, EC1A 7BT",650000,51.516889,-0.098365,,flat,leasehold,old_stock
76,2020-10-08,"Flat 5, 23, Middle Street, EC1A 7AB",649950,51.5193985,-0.0985893,,flat,leasehold,old_stock
77,2021-03-19,"Flat 10, 23, Middle Street, EC1A 7AB",649950,51.5195042,-0.0987458,,flat,leasehold,old_stock
78,2021-10-07,"Flat 31, London House, 172, Aldersgate Street, EC1A 4HU",645000,51.5182522,-0.0971641,,flat,leasehold,old_stock
79,2018-01-05,"Flat 34, Cathedral Lodge, 110 - 115, Aldersgate Street, EC1A 4JE",638000,51.521316,-0.097964,,flat,leasehold,old_stock
80,2021-03-24,"Flat 3, 23, Middle Street, EC1A 7AB",592000,51.5195042,-0.0987458,,flat,leasehold,old_stock
81,2016-05-19,"Flat G02, 32, Cock Lane, EC1A 9BW",630000,51.517387,-0.103014,,flat,leasehold,old_stock
82,2018-08-03,"Flat 12, 28, Bartholomew Close, EC1A 7ES",625000,51.5184576,-0.0980303,,flat,leasehold,old_stock
83,2018-07-27,"Flat C, 5, Middle Street, EC1A 7JA",610000,51.5193985,-0.0985893,,flat,leasehold,old_stock
84,2021-05-14,"75, Apartment 49, Little Britain, EC1A 7BT",610000,51.5180546,-0.0995027,,flat,leasehold,old_stock
85,2019-03-20,"Flat 18, Cathedral Lodge, 110 - 115, Aldersgate Street, EC1A 4JE",605000,51.5213348,-0.0979219,,flat,leasehold,old_stock
86,2020-09-09,"10, Apartment 512, Hosier Lane, EC1A 9LS",604250,51.5177301,-0.1023991,,flat,leasehold,old_stock
87,2017-07-25,"Flat 2, Wesley House, 5, Little Britain, EC1A 7BX",601600,51.51711,-0.098082,,flat,leasehold,old_stock
88,2018-02-02,"Flat 501, 37, Cock Lane, EC1A 9BW",600000,51.517387,-0.103014,,flat,leasehold,old_stock
89,2021-03-26,"75, Apartment 3, Little Britain, EC1A 7BT",595000,51.5171441,-0.0977505,,flat,leasehold,old_stock
90,2016-10-28,"14, Ground And Lower Ground Floor Premises, Hosier Lane, EC1A 9LQ",3000000,51.517759,-0.102061,,flat,leasehold,old_stock
91,2016-12-02,"Flat 7, St. Bartholomew House, 58, West Smithfield, EC1A 9DS",696758,51.518602,-0.100127,,flat,leasehold,new_build
92,2020-04-07,"Percivall House, 64, Apartment 2.3, Bartholomew Close, EC1A 7BF",1540000,51.5183341,-0.099365,,flat,leasehold,new_build
93,2018-09-20,"Dominion House, 59, Apartment 1.6, Bartholomew Close, EC1A 7BF",1498000,51.5184871,-0.0986822,,flat,leasehold,new_build
94,2018-08-21,"Dominion House, 59, Apartment 1.1, Bartholomew Close, EC1A 7BF",1500000,51.5184871,-0.0986822,,flat,leasehold,new_build
95,2018-06-07,"Abernethy House, 47, Apartment 4.3, Bartholomew Close, EC1A 7BD",1500000,51.5188086,-0.0986017,,flat,leasehold,new_build
96,2018-08-24,"Dominion House, 59, Apartment 2.1, Bartholomew Close, EC1A 7BF",1500000,51.5184871,-0.0986822,,flat,leasehold,new_build
97,2020-08-12,"Percivall House, 64, Apartment 4.1, Bartholomew Close, EC1A 7BF",1505000,51.5183341,-0.099365,,flat,leasehold,new_build
98,2018-01-03,"Vicary House, 24, Apartment 4.4, Bartholomew Close, EC1A 7BB",1510000,51.518154,-0.098603,,flat,leasehold,new_build
99,2020-04-01,"Percivall House, 64, Apartment 4.3, Bartholomew Close, EC1A 7BF",1533350,51.5182419,-0.0990134,,flat,leasehold,new_build
100,2018-09-17,"Dominion House, 59, Apartment 3.1, Bartholomew Close, EC1A 7BF",1550000,51.5184871,-0.0986822,,flat,leasehold,new_build
101,2020-03-10,"Vicary House, 24, Apartment 2.5, Bartholomew Close, EC1A 7BB",1485000,51.5182071,-0.0985598,,flat,leasehold,new_build
102,2018-01-25,"The Askew Building, 50, Apartment 2.2, Bartholomew Close, EC1A 7BD",1550000,51.518864,-0.098559,,flat,leasehold,new_build
103,2018-09-10,"Dominion House, 59, Apartment 3.5, Bartholomew Close, EC1A 7BF",1569800,51.5184871,-0.0986822,,flat,leasehold,new_build
104,2018-06-04,"Abernethy House, 47, Apartment 1.5, Bartholomew Close, EC1A 7BD",1575000,51.5188086,-0.0986017,,flat,leasehold,new_build
105,2018-01-08,"Vicary House, 24, Apartment 5.4, Bartholomew Close, EC1A 7BB",1575000,51.518154,-0.098603,,flat,leasehold,new_build
106,2018-09-18,"Dominion House, 59, Apartment 4.1, Bartholomew Close, EC1A 7BF",1575000,51.5184871,-0.0986822,,flat,leasehold,new_build
107,2018-03-01,"The Askew Building, 50, Apartment 1.2, Bartholomew Close, EC1A 7BD",1575000,51.518864,-0.098559,,flat,leasehold,new_build
108,2018-09-03,"Dominion House, 59, Apartment 4.5, Bartholomew Close, EC1A 7BF",1590000,51.5184871,-0.0986822,,flat,leasehold,new_build
109,2017-12-20,"Vicary House, 24, Apartment 7.4, Bartholomew Close, EC1A 7BB",1493500,51.518154,-0.098603,,flat,leasehold,new_build
110,2018-09-17,"Dominion House, 59, Apartment 2.6, Bartholomew Close, EC1A 7BF",1480000,51.5184871,-0.0986822,,flat,leasehold,new_build
111,2018-01-03,"Vicary House, 24, Apartment 3.4, Bartholomew Close, EC1A 7BB",1592500,51.518154,-0.098603,,flat,leasehold,new_build
112,2018-02-19,"The Askew Building, 50, Apartment 4.4, Bartholomew Close, EC1A 7BD",1400000,51.518864,-0.098559,,flat,leasehold,new_build
113,2016-11-28,"Flat 16, St. Bartholomew House, 58, West Smithfield, EC1A 9DS",1345000,51.518602,-0.100127,,flat,leasehold,new_build
114,2016-12-07,"Flat 6, St. Bartholomew House, 58, West Smithfield, EC1A 9DS",1350000,51.518602,-0.100127,,flat,leasehold,new_build
115,2017-10-04,"The Underwood Building, 25, Apartment 5.2, Bartholomew Close, EC1A 7BB",1355000,51.518154,-0.098603,,flat,leasehold,new_build
116,2017-10-02,"The Underwood Building, 25, Apartment 4.2, Bartholomew Close, EC1A 7BB",1370000,51.518154,-0.098603,,flat,leasehold,new_build
117,2019-01-10,"Hogarth House, 61, Apartment 1.1, Bartholomew Close, EC1A 7BF",1375000,51.5184468,-0.0990354,,flat,leasehold,new_build
118,2018-02-02,"The Askew Building, 50, Apartment 3.5, Bartholomew Close, EC1A 7BD",1380000,51.518864,-0.098559,,flat,leasehold,new_build
119,2018-09-20,"Dominion House, 59, Apartment 0.1, Bartholomew Close, EC1A 7BF",1387000,51.5184871,-0.0986822,,flat,leasehold,new_build
120,2016-11-29,"Flat 13, St. Bartholomew House, 58, West Smithfield, EC1A 9DS",1400000,51.518602,-0.100127,,flat,leasehold,new_build
121,2018-08-16,"Dominion House, 59, Apartment 3.6, Bartholomew Close, EC1A 7BF",1478925,51.5184871,-0.0986822,,flat,leasehold,new_build
122,2018-10-30,"Hogarth House, 61, Apartment 2.1, Bartholomew Close, EC1A 7BF",1400000,51.5184468,-0.0990354,,flat,leasehold,new_build
123,2018-06-18,"Abernethy House, 47, Apartment 4.1, Bartholomew Close, EC1A 7BD",1405000,51.5188086,-0.0986017,,flat,leasehold,new_build
124,2017-12-14,"Vicary House, 24, Apartment 8.4, Bartholomew Close, EC1A 7BB",1405000,51.518154,-0.098603,,flat,leasehold,new_build
125,2019-01-10,"Hogarth House, 61, Apartment 3.1, Bartholomew Close, EC1A 7BF",1425000,51.5184468,-0.0990354,,flat,leasehold,new_build
126,2018-09-03,"Dominion House, 59, Apartment 4.3, Bartholomew Close, EC1A 7BF",1438000,51.5184871,-0.0986822,,flat,leasehold,new_build
127,2018-07-30,"Abernethy House, 47, Apartment 0.4, Bartholomew Close, EC1A 7BD",1450000,51.5188086,-0.0986017,,flat,leasehold,new_build
128,2020-08-07,"The Levett Building, 50, Apartment 1.1, Little Britain, EC1A 7BR",1471500,51.5183259,-0.0997634,,flat,leasehold,new_build
129,2020-02-06,"The Levett Building, 50, Apartment 4.3, Little Britain, EC1A 7BR",1475000,51.5183838,-0.099865,,flat,leasehold,new_build
130,2018-01-04,"Vicary House, 24, Apartment 2.4, Bartholomew Close, EC1A 7BB",1590953,51.518154,-0.098603,,flat,leasehold,new_build
131,2018-06-19,"Abernethy House, 47, Apartment 2.4, Bartholomew Close, EC1A 7BD",1600000,51.5188086,-0.0986017,,flat,leasehold,new_build
132,2018-06-19,"Abernethy House, 47, Apartment 3.1, Bartholomew Close, EC1A 7BD",1311000,51.5188086,-0.0986017,,flat,leasehold,new_build
133,2018-03-27,"The Askew Building, 50, Apartment 5.1, Bartholomew Close, EC1A 7BD",2623500,51.518864,-0.098559,,flat,leasehold,new_build
134,2020-03-30,"Percivall House, 64, Apartment 2.2, Bartholomew Close, EC1A 7BF",1950000,51.5182419,-0.0990134,,flat,leasehold,new_build
135,2020-04-01,"Percivall House, 64, Apartment 3.2, Bartholomew Close, EC1A 7BF",1982000,51.5182419,-0.0990134,,flat,leasehold,new_build
136,2018-10-30,"Hogarth House, 61, Apartment 1.3, Bartholomew Close, EC1A 7BF",1999000,51.5184468,-0.0990354,,flat,leasehold,new_build
137,2018-01-11,"The Askew Building, 50, Apartment 2.1, Bartholomew Close, EC1A 7BD",2129000,51.518864,-0.098559,,flat,leasehold,new_build
138,2018-02-08,"The Askew Building, 50, Apartment 3.1, Bartholomew Close, EC1A 7BD",2139200,51.518864,-0.098559,,flat,leasehold,new_build
139,2018-11-16,"3, Middlesex Passage, EC1A 7BG",2280000,51.5187275,-0.0990319,,flat,leasehold,new_build
140,2018-06-20,"Abernethy House, 47, Apartment 2.3, Bartholomew Close, EC1A 7BD",2325000,51.5188086,-0.0986017,,flat,leasehold,new_build
141,2018-09-04,"Dominion House, 59, Apartment 5.1, Bartholomew Close, EC1A 7BF",2650000,51.5184871,-0.0986822,,flat,leasehold,new_build
142,2018-02-13,"The Askew Building, 50, Apartment 0.1, Bartholomew Close, EC1A 7BD",1900000,51.518864,-0.098559,,flat,leasehold,new_build
143,2018-02-27,"The Askew Building, 50, Apartment 4.1, Bartholomew Close, EC1A 7BD",2692000,51.518864,-0.098559,,flat,leasehold,new_build
144,2020-04-17,"Percivall House, 64, Apartment 6.2, Bartholomew Close, EC1A 7BF",2765000,51.5182419,-0.0990134,,flat,leasehold,new_build
145,2018-06-18,"Abernethy House, 47, Apartment 5.1, Bartholomew Close, EC1A 7BD",2800000,51.5188086,-0.0986017,,flat,leasehold,new_build
146,2017-04-13,"Flat 17, St. Bartholomew House, 58, West Smithfield, EC1A 9DS",2925000,51.518602,-0.100127,,flat,leasehold,new_build
147,2018-09-11,"Dominion House, 59, Apartment 5.2, Bartholomew Close, EC1A 7BF",3280000,51.5184871,-0.0986822,,flat,leasehold,new_build
148,2020-08-21,"Hogarth House, 61, Apartment 2.3, Bartholomew Close, EC1A 7BF",3715000,51.5184468,-0.0990354,,flat,leasehold,new_build
149,2020-02-14,"The Levett Building, 50, Apartment 7.1, Little Britain, EC1A 7BR",3875000,51.5183259,-0.0997634,,flat,leasehold,new_build
150,2018-05-04,"Vicary House, 24, Apartment 5.5, Bartholomew Close, EC1A 7BB",1930000,51.5182071,-0.0985598,,flat,leasehold,new_build
151,2018-02-09,"The Askew Building, 50, Apartment 4.2, Bartholomew Close, EC1A 7BD",1850000,51.518864,-0.098559,,flat,leasehold,new_build
152,2016-12-02,"Flat 11, St. Bartholomew House, 58, West Smithfield, EC1A 9DS",1600000,51.518602,-0.100127,,flat,leasehold,new_build
153,2020-02-12,"The Levett Building, 50, Apartment 1.4, Little Britain, EC1A 7BR",1695750,51.5183838,-0.099865,,flat,leasehold,new_build
154,2020-04-02,"Percivall House, 64, Apartment 5.3, Bartholomew Close, EC1A 7BF",1624500,51.5182419,-0.0990134,,flat,leasehold,new_build
155,2018-07-16,"Abernethy House, 47, Apartment 3.4, Bartholomew Close, EC1A 7BD",1625000,51.5188086,-0.0986017,,flat,leasehold,new_build
156,2016-12-02,"Flat 14, St. Bartholomew House, 58, West Smithfield, EC1A 9DS",1650000,51.518602,-0.100127,,flat,leasehold,new_build
157,2020-03-30,"Percivall House, 64, Apartment 5.1, Bartholomew Close, EC1A 7BF",1655000,51.5182419,-0.0990134,,flat,leasehold,new_build
158,2018-03-08,"The Askew Building, 50, Apartment 5.2, Bartholomew Close, EC1A 7BD",1667500,51.518864,-0.098559,,flat,leasehold,new_build
159,2018-01-02,"Vicary House, 24, Apartment 6.4, Bartholomew Close, EC1A 7BB",1675000,51.518154,-0.098603,,flat,leasehold,new_build
160,2018-09-03,"Dominion House, 59, Apartment 2.5, Bartholomew Close, EC1A 7BF",1680000,51.5184871,-0.0986822,,flat,leasehold,new_build
161,2018-09-11,"Dominion House, 59, Apartment 1.5, Bartholomew Close, EC1A 7BF",1708461,51.5184871,-0.0986822,,flat,leasehold,new_build
162,2016-12-20,"The Askew Building, 50, Apartment 5.3, Bartholomew Close, EC1A 7BD",1825000,51.518864,-0.098559,,flat,leasehold,new_build
163,2018-10-11,"Dominion House, 59, Apartment 4.4, Bartholomew Close, EC1A 7BF",1715000,51.518381,-0.0985596,,flat,leasehold,new_build
164,2020-02-12,"The Levett Building, 50, Apartment 2.4, Little Britain, EC1A 7BR",1729000,51.5183838,-0.099865,,flat,leasehold,new_build
165,2018-01-25,"The Askew Building, 50, Apartment 1.3, Bartholomew Close, EC1A 7BD",1730000,51.518864,-0.098559,,flat,leasehold,new_build
166,2020-06-12,"Fenwick House, 84, Apartment 5.3, Bartholomew Close, EC1A 7BN",1738800,51.5181512,-0.0993447,,flat,leasehold,new_build
167,2020-02-13,"The Levett Building, 50, Apartment 3.4, Little Britain, EC1A 7BR",1750000,51.5183838,-0.099865,,flat,leasehold,new_build
168,2018-03-08,"The Askew Building, 50, Apartment 2.3, Bartholomew Close, EC1A 7BD",1765800,51.518864,-0.098559,,flat,leasehold,new_build
169,2020-02-12,"The Levett Building, 50, Apartment 4.4, Little Britain, EC1A 7BR",1795500,51.5183838,-0.099865,,flat,leasehold,new_build
170,2018-02-15,"The Askew Building, 50, Apartment 3.3, Bartholomew Close, EC1A 7BD",1800000,51.518864,-0.098559,,flat,leasehold,new_build
171,2018-09-17,"Dominion House, 59, Apartment 3.2, Bartholomew Close, EC1A 7BF",1339500,51.5184871,-0.0986822,,flat,leasehold,new_build
172,2018-09-21,"Dominion House, 59, Apartment 0.3, Bartholomew Close, EC1A 7BF",1300000,51.5184871,-0.0986822,,flat,leasehold,new_build
173,2019-12-02,"Fenwick House, 84, Apartment 1.3, Bartholomew Close, EC1A 7BN",731500,51.5182419,-0.0990134,,flat,leasehold,new_build
174,2016-12-09,"Flat 12, St. Bartholomew House, 58, West Smithfield, EC1A 9DS",870000,51.518602,-0.100127,,flat,leasehold,new_build
175,2018-01-04,"Vicary House, 24, Apartment 1.2, Bartholomew Close, EC1A 7BB",842800,51.518154,-0.098603,,flat,leasehold,new_build
176,2020-04-02,"Percivall House, 64, Apartment 2.4, Bartholomew Close, EC1A 7BF",855000,51.5182419,-0.0990134,,flat,leasehold,new_build
177,2018-01-04,"Vicary House, 24, Apartment 2.2, Bartholomew Close, EC1A 7BB",857500,51.518154,-0.098603,,flat,leasehold,new_build
178,2020-04-02,"Percivall House, 64, Apartment 3.4, Bartholomew Close, EC1A 7BF",859500,51.5182419,-0.0990134,,flat,leasehold,new_build
179,2018-09-03,"Dominion House, 59, Apartment 1.4, Bartholomew Close, EC1A 7BF",860000,51.5184871,-0.0986822,,flat,leasehold,new_build
180,2017-09-28,"The Underwood Building, 25, Apartment 2.1, Bartholomew Close, EC1A 7BB",860000,51.518154,-0.098603,,flat,leasehold,new_build
181,2017-12-21,"Vicary House, 24, Apartment 3.2, Bartholomew Close, EC1A 7BB",869260,51.518154,-0.098603,,flat,leasehold,new_build
182,2018-10-24,"Dominion House, 59, Apartment 3.4, Bartholomew Close, EC1A 7BF",870000,51.5184871,-0.0986822,,flat,leasehold,new_build
183,2018-06-12,"Abernethy House, 47, Apartment 2.2, Bartholomew Close, EC1A 7BD",840000,51.5188086,-0.0986017,,flat,leasehold,new_build
184,2018-01-04,"Vicary House, 24, Apartment 1.3, Bartholomew Close, EC1A 7BB",871220,51.518154,-0.098603,,flat,leasehold,new_build
185,2018-01-04,"Vicary House, 24, Apartment 2.3, Bartholomew Close, EC1A 7BB",872200,51.518154,-0.098603,,flat,leasehold,new_build
186,2018-06-14,"Abernethy House, 47, Apartment 1.4, Bartholomew Close, EC1A 7BD",873000,51.5188086,-0.0986017,,flat,leasehold,new_build
187,2018-01-04,"Vicary House, 24, Apartment 1.4, Bartholomew Close, EC1A 7BB",874160,51.518154,-0.098603,,flat,leasehold,new_build
188,2017-10-04,"The Underwood Building, 25, Apartment 1.2, Bartholomew Close, EC1A 7BB",874650,51.518154,-0.098603,,flat,leasehold,new_build
189,2017-10-04,"The Underwood Building, 25, Apartment 3.1, Bartholomew Close, EC1A 7BB",877100,51.518154,-0.098603,,flat,leasehold,new_build
190,2018-11-01,"Hogarth House, 61, Apartment 1.2, Bartholomew Close, EC1A 7BF",880000,51.5184468,-0.0990354,,flat,leasehold,new_build
191,2020-04-03,"Percivall House, 64, Apartment 1.4, Bartholomew Close, EC1A 7BF",840000,51.5182419,-0.0990134,,flat,leasehold,new_build
192,2018-08-16,"Dominion House, 59, Apartment 3.7, Bartholomew Close, EC1A 7BF",826500,51.5184871,-0.0986822,,flat,leasehold,new_build
